winpercent, oppwinpercent, weather, temperature, numinjured, oppnuminjured, startingpitcher, oppstartingpitcher, dayssincegame, oppdayssincegame, homeaway, rundifferential, opprundifferential,winner
0.569084,0.313559,1,64.39,2,0,1,3,4,2,0,42,36,1
0.328089,0.402837,-1,63.2136,1,3,?,2,3,2,0,93,76,0
0.412612,0.334993,0,68.3781,3,0,2,2,2,2,0,60,78,1
0.428413,0.499031,-1,?,2,1,1,4,2,3,1,54,55,1
0.456093,0.482909,-1,64.6004,1,0,4,4,1,2,?,10,77,1
0.835548,0.632901,0,56.7664,2,2,1,1,3,3,1,42,73,1
0.429921,0.63436,0,72.8147,2,1,3,4,4,2,0,78,55,1
0.836975,0.91801,0,53.7653,2,2,3,1,1,2,0,60,38,1
0.280055,0.507149,-1,78.4114,2,3,5,4,3,3,1,58,63,0
0.442723,0.43773,0,54.034,2,3,4,1,1,3,0,73,57,0
0.369029,-0.0633879,?,63.4401,2,2,2,1,2,4,0,31,71,1
0.00721129,0.541105,0,78.5309,3,2,4,4,2,3,1,45,56,1
0.354998,0.751928,0,62.8916,3,1,3,?,3,2,1,89,-14,1
?,0.633104,0,69.9127,1,1,4,5,3,?,1,?,96,1
0.0112722,0.119567,-1,66.2482,0,3,?,2,2,1,1,51,70,0
0.157517,0.231152,-1,65.028,-1,1,4,3,3,1,1,45,17,1
0.476848,0.520376,1,53.1251,1,3,5,3,4,3,0,72,38,0
0.745264,0.432842,0,72.5294,2,0,3,2,?,2,1,47,41,1
0.560385,0.371212,-1,76.1535,?,1,3,3,3,3,1,61,47,1
0.507357,0.548029,-1,63.8503,3,0,4,5,2,4,0,42,57,1
0.567897,0.278588,-1,63.6235,2,1,1,1,2,2,0,86,74,0
0.782665,0.438407,-1,77.2802,3,4,3,5,2,4,0,49,34,0
0.381529,0.474136,0,59.4047,3,1,2,2,3,?,1,32,101,1
0.217174,0.354154,0,50.885,2,3,1,2,2,4,?,82,21,1
0.7694,0.606236,1,71.8685,2,3,2,5,4,2,?,65,58,0
0.470318,0.240016,1,68.539,1,0,2,2,3,1,?,66,11,1
0.183329,0.615198,1,74.9129,1,2,2,1,3,3,1,62,42,0
0.387193,0.65417,-1,66.2784,3,2,1,2,1,2,0,70,14,1
0.39505,0.492866,0,58.2101,1,0,2,5,3,1,0,62,45,1
0.325763,0.312351,-1,73.2282,1,2,5,3,2,?,0,73,3,1
0.400729,0.39327,-1,56.8124,0,1,3,3,2,3,0,48,80,0
0.451373,0.577216,1,63.0367,0,1,5,5,2,2,0,50,39,0
0.358645,0.556058,-1,66.5653,1,1,1,4,3,3,0,52,72,1
0.63405,0.443573,0,51.4323,2,2,1,3,3,3,0,16,60,1
0.616853,0.128367,0,73.581,0,2,5,2,4,2,0,61,57,0
0.534082,0.742309,1,62.5454,-1,3,4,3,4,2,0,35,50,0
0.5435,0.566219,0,56.2229,1,2,2,2,3,2,0,35,15,1
0.612003,0.559844,1,65.1164,4,1,2,?,3,4,1,37,?,1
?,0.301706,-1,57.0598,3,3,2,1,3,3,0,?,33,1
0.520244,0.80588,0,?,1,2,2,1,3,1,1,41,56,0
0.495198,?,0,64.5264,2,2,1,3,2,1,1,50,70,1
-0.0138289,0.85492,0,74.6284,3,2,5,1,4,1,0,77,37,1
0.220716,0.522895,1,65.1883,?,2,1,3,?,2,1,56,62,0
0.0887006,0.788277,0,66.9306,1,1,5,3,2,1,0,35,89,1
0.224686,0.266156,1,70.0567,0,0,2,3,3,2,1,21,53,1
0.469641,0.358518,-1,72.5741,0,0,2,5,2,3,0,53,57,1
0.162309,0.766629,-1,?,1,1,4,5,?,3,1,?,46,1
0.46563,0.470174,0,68.7163,1,2,2,5,2,4,1,50,39,0
0.150611,0.747504,-1,65.6516,2,2,1,?,3,2,0,23,45,1
0.532096,?,0,49.2464,2,2,1,1,4,2,1,56,44,1
0.523385,0.28395,1,60.4325,1,0,3,1,3,5,0,51,34,1
?,0.18643,-1,64.2484,3,1,1,2,1,3,0,76,40,0
0.701265,0.496879,1,59.5793,0,2,5,1,2,3,1,48,45,0
0.405412,0.321195,1,59.8635,3,?,5,3,1,3,0,74,54,1
0.644789,0.553566,1,58.2775,1,0,1,5,3,4,0,45,31,1
0.436435,0.756044,1,67.2745,1,1,1,5,3,4,0,6,52,1
0.631634,0.41092,-1,71.7307,3,1,3,4,0,4,1,11,65,1
0.723143,0.630686,-1,65.2393,2,1,3,4,6,1,1,65,35,1
0.292772,0.497658,0,?,0,2,1,?,2,4,1,45,48,0
?,0.290109,0,61.716,1,2,5,5,3,2,0,17,32,0
0.377545,0.356391,0,70.0316,2,0,4,5,3,4,1,53,65,1
0.632503,0.759735,0,70.3128,1,3,4,1,0,3,1,45,?,0
0.789548,0.479687,1,62.443,3,0,4,3,2,1,0,50,48,1
0.752366,0.505329,0,75.905,3,1,4,4,2,1,0,31,50,1
0.754651,0.495921,0,74.8581,2,1,2,3,2,3,1,49,41,1
0.504743,0.540155,-1,69.4181,1,1,3,5,3,0,1,49,43,1
0.483077,0.46263,0,70.1097,3,3,5,4,3,2,0,34,45,1
0.836521,0.588247,0,77.0566,2,2,1,5,2,1,1,19,24,1
0.603108,0.247968,1,64.6587,2,-1,1,3,1,1,1,?,34,1
0.759531,0.545072,0,58.2767,1,2,4,1,1,1,0,27,56,0
0.453136,0.489765,1,57.868,3,2,2,5,0,3,?,40,67,1
0.505235,0.328692,0,63.5103,2,1,?,4,3,3,1,?,38,1
0.501103,0.54777,-1,65.5156,0,3,4,4,4,2,1,63,43,0
0.40132,0.312713,0,63.945,0,2,3,5,3,4,1,80,39,0
0.551309,0.0716783,0,63.763,2,1,1,5,?,2,0,47,33,0
0.193334,0.11822,-1,78.1343,2,0,1,1,3,3,1,77,75,1
0.548457,0.624442,0,71.9753,3,2,3,2,2,2,1,15,9,1
0.376631,0.748057,1,77.3705,?,0,1,2,2,?,0,65,55,1
0.416809,0.127887,-1,62.8111,1,1,3,4,3,3,0,41,43,0
0.341553,0.591666,0,51.6819,3,2,3,5,2,5,0,?,63,1
0.382061,0.491932,-1,68.9394,3,-1,1,2,4,3,1,?,-5,1
0.463823,0.746099,0,64.5039,0,1,?,2,2,1,0,32,54,0
0.646766,0.731381,1,71.3343,1,2,2,4,4,3,1,47,80,0
0.47865,0.600642,0,?,2,2,2,1,3,1,1,33,45,1
0.264294,0.684535,-1,61.6674,3,1,5,2,?,1,?,33,28,1
0.283274,0.444105,-1,57.915,1,3,2,2,2,4,0,40,42,0
0.461995,0.381759,0,71.4414,2,1,3,1,2,3,0,88,28,1
0.378399,0.26806,1,68.4407,1,1,5,5,3,2,1,62,70,1
0.550125,0.811378,0,63.0436,1,1,1,?,4,?,0,75,58,1
0.443574,0.898187,0,62.6742,3,1,5,2,3,2,0,48,?,1
0.650252,0.526716,0,?,2,2,3,1,2,?,1,44,56,1
0.931699,0.641633,0,62.2772,1,1,2,4,2,2,?,?,37,1
0.802306,0.727212,1,58.8824,1,1,5,5,2,1,1,69,84,1
0.341714,0.777629,-1,69.3104,0,1,1,3,3,2,1,59,40,0
0.627472,0.583039,0,69.4816,0,2,4,1,2,2,0,37,54,0
0.697139,0.658423,1,62.5945,?,0,3,2,2,2,?,4,53,1
0.485709,0.395622,-1,76.4157,0,2,5,1,1,4,0,45,28,0
0.269608,0.491618,1,57.4743,1,0,2,4,2,2,0,108,57,1
0.554175,0.286204,1,64.8319,1,2,5,1,?,4,0,35,28,0
0.400742,0.80964,1,65.6788,1,1,3,4,4,4,1,62,76,1
0.526179,0.716698,0,61.8549,3,1,5,5,2,3,1,46,40,1
-0.100695,0.766303,1,61.8515,1,2,2,4,2,2,0,70,61,0
0.484321,0.444029,0,68.5305,3,3,5,4,2,2,1,43,25,1
0.565224,0.297014,?,69.8612,2,?,5,3,2,1,0,13,76,0
0.167294,0.365361,-1,58.9482,1,-1,3,1,2,1,0,11,72,1
0.525859,0.519029,-1,71.1816,2,1,2,1,3,2,0,47,17,1
0.466425,0.479482,-1,77.0141,3,1,4,1,?,4,0,24,72,1
?,0.644246,1,82.2423,2,-1,5,1,2,2,1,68,45,1
0.621706,0.299108,1,53.0671,1,4,1,2,2,3,0,24,69,0
0.37901,0.500559,0,72.0611,-1,4,5,4,2,2,1,43,61,0
0.43423,0.766444,-1,58.8924,1,2,1,5,3,2,0,49,64,0
0.546239,0.623417,-1,76.1231,2,2,2,2,3,3,0,11,?,1
0.359384,?,1,64.8304,3,2,2,5,4,2,1,30,?,1
?,0.225988,?,70.9524,1,0,3,5,2,1,0,46,64,0
0.665896,0.719493,-1,79.9973,1,2,5,?,3,2,1,49,19,0
0.370938,0.705603,-1,61.1676,0,2,2,2,3,5,1,6,54,0
0.140065,0.152749,-1,63.3981,0,3,5,2,0,3,?,16,53,0
0.453139,0.675973,0,65.1109,1,1,4,4,1,3,1,50,52,1
0.057601,0.527595,0,63.7156,2,1,4,3,2,2,1,38,68,1
0.981766,0.728047,0,61.9915,2,1,4,2,1,2,1,61,?,1
0.297159,0.273008,-1,60.1594,1,1,4,4,3,3,1,86,78,1
0.179257,0.39388,-1,57.7518,0,1,1,2,1,4,?,52,74,0
0.622537,0.216609,0,62.0987,3,3,2,1,3,2,?,71,53,0
0.230587,0.569182,0,63.9937,2,2,2,5,4,2,1,59,28,1
0.806186,0.300893,-1,60.9637,3,1,3,3,4,2,0,58,56,0
?,0.760121,1,74.6701,2,0,3,5,3,1,0,38,30,1
0.812958,0.368192,0,68.2673,2,5,4,4,3,2,0,73,44,0
0.329383,0.65451,1,66.8496,1,3,1,2,3,3,1,52,38,0
0.584029,0.456051,0,57.3755,1,1,4,?,2,3,0,66,34,1
0.623732,0.174626,0,67.2573,2,-1,5,5,2,3,1,57,28,1
0.344726,0.223215,-1,73.3649,4,0,4,2,3,2,1,?,43,1
0.504287,0.426452,0,54.931,0,0,5,3,?,3,0,42,36,1
0.723505,0.540236,0,61.0265,-1,2,3,2,2,2,0,42,32,0
0.349599,0.387322,0,62.6889,1,1,4,2,4,4,1,48,21,1
0.559188,0.69561,0,80.7899,4,3,5,2,2,3,1,31,69,1
0.897909,0.331525,-1,?,2,2,4,2,3,3,0,53,-10,1
0.555933,0.298276,1,63.2703,2,1,4,3,-1,1,0,90,83,1
0.608296,0.137888,-1,70.9713,3,0,4,5,4,3,0,50,5,0
0.500721,0.98695,-1,74.3232,2,1,2,1,1,3,0,42,31,1
0.948389,0.358814,1,71.2238,1,1,3,5,2,0,1,31,35,1
0.463272,0.574329,-1,?,2,?,1,4,2,1,0,56,64,1
0.691879,0.657642,-1,57.3706,1,2,5,2,?,2,1,56,71,0
0.161844,0.428276,1,58.5934,2,1,5,3,2,2,?,27,-5,1
0.14503,0.20547,0,58.5225,3,1,2,3,2,4,1,59,91,1
0.696003,0.275365,1,65.1789,2,1,1,4,2,2,0,41,40,1
0.70089,0.279056,0,70.7112,-2,3,1,5,3,4,1,25,35,0
0.403312,-0.0831252,-1,66.9966,3,0,3,3,2,3,0,43,67,1
0.932256,0.506066,0,66.1151,0,2,5,4,2,1,1,39,57,0
0.314374,0.381589,0,56.6239,1,2,1,2,1,?,1,39,66,0
0.626535,0.261027,1,63.1327,1,-1,4,3,5,2,0,38,38,0
0.368979,0.834504,0,62.176,2,2,1,4,2,2,0,47,36,1
0.350288,-0.295636,1,60.9303,1,1,3,3,3,2,0,25,75,1
0.37262,0.589243,-1,62.0764,1,2,3,3,2,3,0,60,29,1
0.367578,0.521747,1,75.9103,1,3,4,?,3,4,1,69,66,0
0.413198,0.520067,0,67.7961,1,2,5,1,2,3,1,88,48,0
0.609135,0.483577,0,56.1179,1,1,1,1,3,0,0,14,84,1
0.202166,0.738581,-1,62.3233,2,3,1,2,0,4,0,74,44,0
0.494021,0.442936,1,58.9323,1,?,3,4,3,-1,1,62,?,1
0.112218,0.71498,1,60.9417,0,?,3,5,1,2,0,64,23,1
0.209143,0.754884,?,62.5614,2,1,?,5,2,3,0,62,79,1
0.536869,0.846852,1,67.8324,1,1,4,5,3,3,1,41,68,1
0.494873,0.490198,1,70.4689,0,3,4,1,3,4,0,48,32,0
0.335007,?,-1,93.3989,3,3,4,2,2,4,1,?,?,1
0.258256,0.656259,0,73.9674,1,3,4,2,2,2,1,0,5,0
0.851385,0.407888,-1,72.868,1,1,4,4,3,2,?,28,52,1
?,-0.0709171,0,67.2451,1,3,5,2,1,1,1,43,49,0
0.390143,0.441151,0,71.265,3,2,5,5,3,3,1,48,46,1
0.0454429,0.677863,1,60.446,1,2,2,5,2,2,0,57,93,0
0.346568,0.811179,1,79.5728,1,1,3,2,2,2,0,47,61,1
0.651501,0.231064,1,41.5674,1,2,3,3,?,2,0,69,20,0
0.459536,0.971128,0,69.2227,1,-1,4,5,3,3,0,52,38,1
0.826688,0.424269,-1,64.8152,1,1,5,2,2,4,0,62,48,1
0.588373,?,1,65.6775,2,0,1,1,?,3,1,52,52,1
0.573968,0.50979,0,75.6905,1,-1,2,4,3,3,0,58,37,1
0.948406,0.586145,1,59.3275,1,2,2,?,3,4,?,55,27,1
0.541281,0.589937,1,73.6998,0,1,1,1,2,2,1,?,60,0
0.357763,0.561089,-1,63.6621,2,1,3,1,3,1,1,71,34,1
0.578682,0.207514,0,58.4448,1,3,1,2,3,3,0,43,51,0
0.648597,0.314025,0,68.7885,1,1,?,3,3,2,0,62,73,0
0.542218,0.465658,-1,69.7259,0,0,3,5,4,?,1,?,49,1
0.238846,0.739261,?,65.5123,1,2,4,5,3,4,0,53,69,0
0.239678,0.48285,1,57.3037,0,3,3,4,1,3,0,69,?,0
0.356193,0.416278,?,66.4767,2,4,4,2,2,2,0,?,77,0
0.450625,?,1,72.9495,2,1,3,3,2,2,1,47,43,1
?,0.401637,1,74.8345,0,2,5,3,1,2,0,67,46,0
0.605237,0.40973,1,58.2506,1,3,2,1,1,2,1,?,46,0
0.397153,0.644488,1,68.9242,1,1,5,5,4,3,1,24,66,1
0.225826,0.370688,0,66.5206,3,4,3,2,2,3,1,54,39,0
0.202609,0.437161,0,?,1,1,4,4,3,3,0,62,26,1
1.23938,0.459297,1,62.4992,0,2,5,4,1,3,0,51,70,0
0.750671,0.397444,0,81.3768,3,1,3,3,2,1,1,20,49,1
0.294083,0.462805,-1,62.7325,0,2,2,4,3,2,0,72,-2,1
0.249936,0.962558,-1,62.5467,2,1,3,3,3,3,0,5,72,1
0.493917,?,1,62.0934,2,1,5,3,1,0,0,37,34,1
0.374524,?,0,68.9746,2,2,3,3,3,3,1,67,26,1
0.540803,0.349478,1,54.5439,1,2,4,5,2,4,0,40,51,0
0.519363,0.503087,0,77.7613,?,2,2,2,2,4,1,43,47,0
0.46184,0.46885,1,57.8139,3,3,5,3,3,2,0,75,39,1
0.526139,0.720504,-1,62.6101,?,1,4,3,3,2,0,67,61,1
0.566727,0.624843,0,66.8421,2,3,4,4,?,4,0,16,60,0
0.790382,0.772853,0,61.4178,1,1,1,2,2,?,1,72,59,1
0.497473,0.294568,0,?,2,2,2,5,2,2,0,42,84,1
0.194148,0.306983,1,70.8265,3,1,4,4,2,2,1,31,39,1
0.566523,0.422895,0,?,0,1,2,3,2,2,0,58,67,0
0.239864,0.268174,-1,57.4809,2,2,1,1,3,1,1,45,61,1
?,0.647715,-1,66.0305,1,3,?,5,4,3,0,8,55,0
0.507548,0.448618,0,72.0971,1,1,1,2,2,3,0,48,21,1
0.278058,0.652869,-1,?,2,4,5,5,3,3,0,93,58,0
0.594186,0.552008,0,56.2929,1,2,4,5,3,2,1,73,54,0
0.611693,0.627659,1,62.1147,2,1,5,1,2,2,0,70,26,1
0.749101,?,-1,66.8437,1,2,3,4,2,3,1,90,12,1
0.58027,0.348539,?,58.8832,0,3,3,5,3,3,1,48,30,0
0.3594,0.500831,1,59.4603,2,1,3,4,3,4,1,71,52,1
0.543269,0.447465,-1,?,1,1,?,2,1,4,1,51,75,1
0.582844,?,1,64.2683,0,1,2,2,3,4,0,73,34,0
0.363611,0.746084,0,67.2802,0,1,4,1,2,3,1,58,87,0
0.414888,0.461904,-1,79.8449,2,1,1,1,2,1,1,35,75,1
0.730124,?,0,69.4997,1,2,5,2,3,2,0,37,65,0
0.57288,0.259884,-1,63.4751,1,1,5,4,4,4,0,48,48,0
0.329495,0.576302,-1,64.2176,2,1,4,3,3,4,0,60,31,1
0.428727,0.955959,1,67.2565,2,2,5,3,3,2,1,56,49,1
0.737852,?,-1,60.7561,?,1,4,2,1,1,0,42,60,1
0.495657,0.631462,-1,?,1,4,2,5,0,2,0,54,91,0
0.265064,0.327148,1,73.5744,1,1,2,1,3,3,1,57,43,1
0.571847,0.142521,0,72.3902,3,2,5,4,3,1,0,73,6,1
0.0439135,0.513395,0,78.2835,0,2,2,2,2,3,0,33,11,1
0.90647,0.514506,0,69.2821,3,3,1,2,2,3,0,38,101,1
0.503964,0.705781,-1,50.9136,2,2,2,3,2,1,0,65,57,1
0.183911,0.540403,1,68.9493,2,2,4,4,4,2,1,73,73,1
0.796461,0.293285,0,77.6517,?,1,3,2,4,1,?,16,57,1
0.427219,0.302719,0,70.2492,1,1,3,4,4,2,1,76,70,1
0.466824,0.505055,0,?,1,1,?,3,2,3,1,53,48,1
0.50313,0.434464,0,?,3,2,5,3,3,3,1,68,69,1
0.913636,0.33753,1,68.4044,1,2,1,2,3,2,1,55,52,0
0.467806,0.319987,1,63.156,1,1,3,1,3,4,0,13,60,1
0.409624,0.335745,1,75.1942,1,1,4,4,3,2,0,77,39,1
0.37676,0.424355,0,65.4772,0,3,1,3,1,3,?,48,46,0
0.92533,0.479099,1,73.3282,2,1,1,5,4,3,1,44,25,1
0.447622,0.351481,0,80.2449,3,3,4,2,?,3,0,73,26,1
0.215183,0.303719,1,68.7245,2,1,3,5,3,3,1,37,78,1
0.438938,0.840639,-1,61.6108,2,1,4,5,1,2,1,73,?,1
0.410957,0.56552,1,65.2311,2,1,1,5,4,2,1,?,54,1
0.69423,0.109133,-1,65.6636,0,2,3,4,5,3,0,87,64,0
0.307306,?,1,64.6453,3,1,2,2,1,4,1,36,16,1
0.0796372,0.635385,1,67.3863,1,1,1,5,5,3,1,45,47,1
0.498881,0.664712,-1,54.8225,0,1,5,3,3,1,0,46,19,1
0.641181,0.298384,0,?,1,1,2,4,3,2,1,37,?,0
0.503077,0.466361,0,69.2328,0,?,1,?,2,4,0,37,53,0
?,0.389071,1,63.1604,1,1,4,4,3,2,1,58,20,1
0.675298,0.646939,1,60.9842,?,3,5,1,3,4,1,51,29,0
?,?,0,61.141,0,1,2,4,2,1,1,35,43,0
0.320962,0.527051,1,67.6062,2,1,5,5,2,3,1,29,43,1
0.828894,0.602757,-1,?,3,2,5,3,2,2,0,60,63,1
0.502784,0.845469,0,67.7565,1,1,5,1,2,4,1,78,51,1
0.274778,0.320202,0,68.8755,0,0,2,4,3,4,0,63,?,1
0.617285,0.475388,0,71.8219,3,0,4,2,3,2,1,47,42,1
0.730556,0.261847,0,53.5582,1,1,4,1,4,4,0,66,78,0
0.461926,0.774766,-1,63.9337,0,1,2,5,2,2,0,10,28,0
?,0.556822,?,61.0217,1,3,?,2,4,3,1,-1,63,0
0.448907,0.557085,0,65.8132,?,2,2,3,3,3,0,20,48,0
0.0959689,0.429275,1,74.6534,2,1,2,1,2,3,0,54,52,1
0.686911,0.328989,-1,75.2009,-1,0,?,1,2,2,1,66,33,0
0.742374,0.61115,0,55.4393,1,2,?,3,3,2,0,60,49,0
0.320692,?,0,72.2824,3,?,3,2,3,?,1,89,65,1
0.448094,0.308708,1,52.1625,1,2,2,4,3,2,1,71,45,0
0.345001,0.143927,1,80.6917,2,3,3,2,1,4,1,55,27,0
0.426339,0.721416,1,59.561,1,2,3,3,2,4,0,?,43,0
0.730977,0.486476,1,58.2173,2,3,3,2,2,3,1,67,57,0
0.368788,0.479549,1,70.8475,0,2,1,5,1,3,0,30,85,0
0.254793,0.545074,1,67.4287,2,1,1,3,4,2,1,28,58,1
0.391778,0.748987,-1,70.9001,1,0,5,1,3,3,1,15,26,1
0.548448,0.806536,1,72.6496,2,4,5,4,2,2,0,66,28,1
0.662701,0.537523,0,63.4068,1,2,4,2,3,2,0,60,42,0
0.585295,0.558879,0,62.8086,2,4,2,5,4,1,0,27,50,0
0.232647,1.04806,0,64.8545,2,2,4,1,1,3,0,32,34,1
0.506973,0.498345,-1,61.672,3,2,1,3,?,2,1,82,?,1
0.250409,0.731188,-1,77.3123,1,?,5,1,2,2,0,28,8,0
0.377604,0.696986,1,63.4995,0,1,2,3,1,4,1,39,57,0
0.350116,0.611888,0,75.2038,1,0,3,5,3,3,1,44,77,1
0.610821,0.26129,-1,67.3394,2,2,4,1,3,2,0,61,-5,1
0.662923,0.75966,1,61.6163,0,2,1,4,3,0,0,51,58,0
0.318,0.546032,-1,77.1461,2,2,4,1,1,2,0,?,43,1
0.511897,0.144358,1,66.5382,2,1,5,3,2,3,0,48,?,1
?,0.642074,1,?,3,-1,4,4,3,3,1,84,58,1
0.430504,0.239173,-1,56.7544,2,3,5,?,1,2,0,35,15,0
0.400936,0.348542,1,67.2977,4,2,5,1,1,3,1,56,68,1
0.39023,0.580633,0,?,1,0,5,2,4,?,1,15,54,1
0.367244,0.616934,-1,?,2,1,4,2,3,4,1,58,?,1
0.491528,0.566505,0,75.0763,0,3,5,5,2,2,1,49,50,0
0.429038,0.570964,0,62.3276,2,1,?,2,3,2,1,76,71,1
0.238559,0.319677,-1,?,?,2,2,4,3,2,1,45,14,1
0.340206,0.0651994,-1,67.603,3,1,1,2,5,3,1,28,131,0
0.672971,0.456052,1,60.0206,0,?,4,1,3,2,0,?,86,0
0.557214,0.776884,-1,75.144,2,1,4,?,3,4,0,35,48,1
0.499113,0.123616,-1,64.1677,0,2,3,1,2,0,0,?,32,0
0.575632,0.532953,0,57.696,2,1,2,1,2,3,0,60,71,1
?,0.605705,0,68.4056,3,3,2,4,1,1,0,46,19,1
0.543764,0.359641,-1,56.4288,2,2,3,1,1,3,1,4,42,1
0.483422,0.716314,-1,67.1642,1,2,?,3,3,4,0,53,43,0
0.516483,0.24723,-1,68.1233,1,1,2,5,1,2,0,18,78,0
0.488707,0.505361,0,57.9916,2,1,3,5,5,3,1,18,37,1
0.489027,?,1,61.1756,1,1,5,5,3,4,0,55,47,1
0.557977,0.243397,-1,72.6655,3,?,2,2,4,5,1,47,59,0
0.638998,0.353775,?,60.0238,3,2,2,3,3,?,0,90,71,1
0.399968,0.771829,-1,62.6125,1,0,?,2,3,2,0,?,58,1
0.908181,0.0664509,1,68.8382,3,1,2,1,2,1,1,60,60,0
0.513576,0.711585,0,61.6798,2,?,1,2,2,3,1,65,90,1
0.338778,0.407279,1,65.2794,4,1,4,2,2,?,1,?,69,1
0.0855509,0.805593,-1,45.0366,1,1,3,4,3,1,?,5,24,1
0.52829,0.55722,1,68.2003,3,1,1,2,2,?,1,48,23,1
0.429668,?,-1,58.6924,3,2,3,2,3,2,0,?,17,1
0.38317,0.387912,-1,62.8895,3,1,2,1,3,4,1,57,60,1
0.339912,0.846108,-1,59.6459,2,?,5,?,3,3,1,73,43,1
0.450342,0.47648,0,60.9761,3,1,3,3,3,3,0,72,23,1
0.429546,?,-1,64.5481,0,2,5,3,2,0,0,?,11,1
?,0.688902,1,67.4906,1,-1,5,1,2,2,0,25,43,1
0.441689,0.915644,1,75.0691,3,3,3,2,?,2,0,48,55,1
0.721977,0.369128,1,64.6123,2,2,3,5,1,2,0,34,61,1
0.264694,0.585194,-1,48.4598,3,1,5,4,0,3,1,?,28,1
0.24088,0.339007,0,73.8614,0,3,3,1,4,1,?,62,49,0
0.671883,0.268215,-1,67.6506,2,2,3,?,1,1,0,39,38,0
0.497659,0.753483,1,71.6638,3,2,5,2,2,1,1,36,-24,1
0.567098,0.401531,1,77.1252,2,1,3,4,3,3,0,62,53,1
0.559903,-0.0483557,1,?,4,-1,4,5,3,3,1,37,72,1
0.765255,0.641125,-1,61.9427,2,2,3,5,3,4,1,22,43,1
0.556899,0.672402,1,55.9405,0,2,1,3,0,3,0,30,66,0
0.582155,0.386008,0,59.7495,0,3,3,1,1,3,0,90,56,0
0.429479,0.655031,0,74.3889,?,3,4,1,?,3,0,73,69,0
0.428179,0.373551,0,63.8771,1,1,2,5,2,3,0,31,-14,1
0.346368,0.190984,0,71.815,2,2,5,2,4,3,0,?,13,0
0.474597,0.449401,1,70.8262,?,1,4,1,2,2,0,?,67,1
0.783986,0.420428,1,71.1269,2,2,3,1,2,2,0,54,66,1
0.509591,0.321681,-1,58.7511,0,3,5,3,3,-1,1,71,40,0
?,0.525177,-1,65.7781,?,0,5,4,2,1,0,47,36,1
0.665597,0.896476,0,?,3,1,3,5,3,4,0,39,71,1
0.749889,0.150855,-1,76.2029,1,3,1,1,2,3,1,?,44,0
0.678006,0.814549,1,71.2292,3,2,5,5,3,4,1,53,14,1
0.566366,0.431022,1,68.5435,2,2,2,3,1,2,1,82,6,1
0.318453,0.20771,1,60.6513,1,2,1,5,3,3,1,23,60,0
0.351596,0.216084,-1,71.6114,1,2,2,2,1,2,0,36,34,0
0.685757,0.558068,0,58.5622,1,1,5,4,3,4,0,28,29,1
0.448456,?,0,56.6186,2,3,4,4,3,2,1,37,55,0
0.374736,0.427991,-1,59.8287,2,1,2,4,2,1,1,45,22,1
0.538477,?,1,60.0442,1,2,5,1,3,1,0,74,34,0
0.383487,0.256487,0,66.6195,?,0,2,4,2,2,0,48,45,1
0.40865,0.640116,1,60.8735,1,3,5,3,4,3,0,55,38,0
0.28524,?,1,76.8577,2,1,4,2,4,2,1,29,44,1
0.361043,0.254394,0,53.3595,3,1,5,5,2,2,0,41,48,1
0.51025,0.713646,0,68.0818,1,1,4,2,2,4,1,33,45,1
0.333789,0.976484,-1,72.8609,2,1,5,3,1,3,0,73,75,1
0.611304,0.943962,1,64.4167,3,2,?,3,3,4,1,72,46,1
0.54998,0.445545,-1,61.3301,?,1,3,4,2,4,0,18,38,1
0.288667,0.522757,-1,70.5135,1,3,5,1,2,4,1,78,55,0
0.346179,0.0683729,?,50.9792,1,2,5,1,2,2,?,47,29,1
0.740366,0.341374,1,57.7957,2,1,1,1,2,2,0,78,?,0
0.496071,0.862267,0,69.2251,1,1,1,1,2,3,0,97,72,1
0.427968,0.561199,-1,64.1178,2,1,1,5,4,2,0,46,64,1
0.398102,0.471241,0,63.7657,1,3,1,1,2,2,0,44,50,0
0.507886,0.753704,1,62.2807,1,2,2,5,4,3,1,68,?,0
0.501038,0.368644,1,64.6266,1,3,4,2,2,2,1,22,63,0
0.45507,0.466925,1,68.4248,?,?,4,3,3,4,0,74,43,1
0.431371,?,-1,65.3738,2,0,2,1,1,2,0,44,50,1
0.70192,0.6846,0,54.7104,3,3,2,4,5,3,0,87,67,1
0.381466,0.644373,-1,73.2387,1,1,5,4,1,4,1,41,22,1
0.272891,0.284824,-1,66.9111,0,2,4,5,3,1,1,43,42,0
0.441652,?,?,64.6533,0,0,5,2,4,3,0,70,72,1
0.950495,0.646686,1,64.3009,3,1,3,2,4,4,1,52,59,1
0.579303,0.617599,-1,?,1,1,?,3,2,2,0,47,95,1
0.4086,0.332059,1,63.5062,2,1,2,?,3,2,1,66,29,1
0.425288,0.21819,-1,52.2276,0,1,3,4,?,2,0,?,43,0
0.159799,?,?,64.2796,1,2,2,4,?,2,0,28,68,0
0.706014,0.286861,0,?,2,2,2,1,2,1,1,61,60,0
?,0.187012,0,55.8313,3,1,5,1,1,?,1,52,35,0
0.28844,?,-1,71.2649,2,3,4,3,4,4,1,?,39,0
0.443987,0.32695,1,66.4993,2,0,1,4,1,2,0,?,26,1
0.812675,0.276063,1,67.3997,2,0,2,2,1,2,0,65,42,0
0.326407,0.147214,1,71.4609,2,0,3,?,3,5,0,59,43,1
